song,artist,length
Breakeven,The Script,260.67546
Home,Daughtry,255.65995
Recado Falado (MetrÃÂ´ Da Saudade),Alceu ValenÃÂ§a,162.58567
Introductions,King Diamond,101.22404
Scream (Album Version),Avenged Sevenfold,288.23465
Spanish Lady (Live From Slane Castle),Celtic Woman,142.65424
Jesus Built My Hotrod (Short_ Pusillanimous_ So-They-Can-Fit-More Commercials-On-The-Radio Edit),Ministry,222.51057
Vzpominky IV.,Pavel Dobes,132.64934
Nothing Compares 2 U,Prince & The New Power Generation,304.79628
Savin' Me,Nickelback,217.62567
I'm Gonna Find Another You,John Mayer,161.56689
Him,Lily Allen,197.45914
Weird Fishes/Arpeggi,Radiohead,317.93587
Untitled,Blink-182,166.60853
Classic Girl (2006 Remastered Album Version),Jane's Addiction,309.86404
You're The One,Dwight Yoakam,239.3073
Supermassive Black Hole (Twilight Soundtrack Version),Muse,209.50159
Sorry (Man With Guitar Mix),Madonna,443.11465
Estoy harto de tÃÂ­,Hummersqueal,249.96526
Bring Me To Life,Evanescence,236.12036
Fireflies,Charttraxx Karaoke,225.17506
Body Language,RÃÂ³isÃÂ­n Murphy,277.62893
Joey,Sugarland,242.1024
All I've Got,Astrud Gilberto,371.53914
Karmacoma,Massive Attack,316.49914
In Earnest (live),The Tangent,1328.69179
Word Up!,Cameo,211.98322
My Place,Nelly / Jaheim,336.56118
Around The World / Harder Better Faster Stronger,Daft Punk,342.54322
Dusk And Summer,Dashboard Confessional,275.01669
Helena (So Long & Goodnight) (Album Version),My Chemical Romance,203.04934
Cross Your Fingers (Single Version),Laura Marling,220.99546
Fireflies,Charttraxx Karaoke,225.17506
Sail Away,David Gray,313.59955
Hypnotize(Album Version),The Notorious B.I.G.,230.03383
Dog Days Are Over (Radio Edit),Florence + The Machine,219.66322
Lille,Lisa Hannigan,246.96118
Apology,Alesana,317.962
The Memory Remains,Metallica / Marianne Faithfull,279.11791
My Happy Ending,Avril Lavigne,242.41587
Livin' On A Prayer,Bon Jovi,250.69669
How To Disappear Completely,Radiohead,354.66404
Carte Blanche,Veracocha,506.93179
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,277.15873
Thank You,Dido,217.83465
Oka Everywhere,Propagandhi,139.20608
Ghetto Life,Rick James,263.60118
Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto,Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens,375.19628
Battle Metal,Turisas,261.92934
There Is,Box Car Racer,196.93669
Supermassive Black Hole (Twilight Soundtrack Version),Muse,209.50159
Checking On My Baby,Otis Rush,176.63955
Listen To The Bell,Mercyful Fate,235.80689
Sharada,Skye Sweetnam,158.40608
Let Me Think About It,Ida Corr Vs Fedde Le Grand,150.46485
Best Love,Kurt Vile,202.34404
Product Of The Environment (Redfern Gowanus Electro Mix),Steinski,101.72036
Hey Sexy Lady,Shaggy / Brian & Tony Gold,199.94077
Look What You've Done (LP Version),Bread,190.53669
Be With You,BeyoncÃÂ©,260.20526
I Touch Myself,Divinyls,227.68281
Here_ There And Everywhere,Erin Bode,252.05506
Reason I'm Alive (Explicit),Drowning Pool,229.35465
Pititis_ Te Invoco (Album Version),Brujeria,143.25506
It's Time I Go (Jazz),Joyce Cooling,248.11057
Blue Orchid,The White Stripes,160.31302
When The Sun Comes Down,R.I.O.,217.12934
FÃÂ¼r Maria (Album Version),Bap,277.21098
Paradise City,Guns N' Roses,406.17751
El arca de Noe,A3Bandas,107.10159
Sad Statue,System of a Down,205.7922
Stranger Lover,Ghostland Observatory,224.26077
Zero,Evergreen Terrace,172.38159
Human Behaviour,BjÃÂ¶rk,248.55465
Tourniquet,Evanescence,279.27465
People Got To Be Free,The Rascals,179.33016
My Life For Hire,A Day To Remember,213.81179
Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile),Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner,277.15873
Shelter Me,Train,213.68118
Letting Go,Unearth,283.58485
Sympathy For The Devil,Guns N' Roses,459.20608
Jah Jah Live On,Junior Kelly,262.26893
Revelry,Kings Of Leon,201.79546
S.R.V.,Eric Johnson,183.37914
It's Christmas So We'll Stop (Choir Version),The Pretend It's December Choir,265.53424
Sehr kosmisch,Harmonia,655.77751
Giving Up The Gun,Vampire Weekend,286.17098
House Of Broken Love,Great White,357.14567
Right Back,Sublime,172.5122
Flaca,Andres Calamaro,276.13995
When You're Gone,Avril Lavigne,240.48281
Heartbreaker [Discodeine Remix],Metronomy,315.24526
El Cantante,Andres Calamaro,278.12526
Its Fun To Be A Vampire&,Good Clean Fun,116.61016
Mr McGee,Zero 7,259.05587
Golden Brown,The Stranglers,211.90485
Shut Your Eyes,Snow Patrol,197.09342
Il Solo Rimasto,Mondo Marcio,218.06975
Hey_ Baby_ Give It To Me All,Curtis Mayfield,284.99546
Addicted,Enrique Iglesias,301.87057
Jammin' With Jesus,Steve Lukather,355.73506
What They Call Him (Skit),Cocoa Brovas,60.73424
La Mata De Sandia,Carlos Y JosÃÂ©,184.42404
Take Me To The Riot,Stars,225.90649
Fuck Me Pumps,Amy Winehouse,200.22812
Pienso En Ti,Shakira,145.84118
Fire It Up,Modest Mouse,274.62485
Use Somebody,Kings Of Leon,231.81016
No Solution,Jel,217.36444
The Cynic,Kashmir,262.68689
Jambalaya,Tab Benoit,221.09995
Tive Sim,Cartola,127.242
Wagon Wheel,Old Crow Medicine Show,231.73179
Whoa,We The Kings,155.42812
Bye Bye Beautiful,Nightwish,259.34322
Thong Song,Sisqo,253.49179
American Star,Lil Wayne / Shanell,216.81587
Heartless,Carnifex,253.43955
One,Metallica,447.42485
Me Voy A Ir,El Coyote Y Su Banda Tierra Santa,190.51057
Poor Man Style,Barrington Levy,196.89556
Don't Dance,Hot Chip,280.5024
All My Friends,LCD Soundsystem,461.89669
Angel With The Scabbed Wings,Marilyn Manson,232.09751
Hanky Panky (Mono),Tommy James And The Shondells,173.73995
You Are The Worst Thing In The World,Telefon Tel Aviv,283.76771
Revelry,Kings Of Leon,201.79546
The Caretaker,Steve Hackett,100.96281
16 Candles,The Crests,182.88281
Rompecabezas,Los Concorde,234.1873
Black And White,The dB's,118.41261
Marshall Examines His Carcass,Octopus Project,253.25669
Just Lose It,Eminem,248.58077
Big Girl,Candy Dulfer,244.00934
Sing Me Sweet,Matt Nathanson,248.55465
The Day Lo Bianco Left Sicily,Sam Paglia,106.70975
Sheebeg And Sheemore,David Bromberg,146.36363
St. Patrick's Day,John Mayer,321.09669
Human After All,Daft Punk,199.94077
Unchained Melody (Senza Catene),Il Divo,229.8771
Killer,Van Der Graaf Generator,594.57261
Numba 1 (Tide Is High),Kardinal Offishall / Rihanna,223.00689
Club Soda (Album),Ghostland Observatory,266.10893
Laat Mij In Die Waan,Guus Meeuwis,219.19302
Free Fallin',John Mayer,263.57506
Fisherman's Friend,Support Lesbiens,195.26485
What We Do (Explicit) (Feat. Memphis Bleek),Sauce Money Featuring Memphis Bleek,280.21506
Piccolo Cesare,Carmen Consoli,288.7571
Know it All,Mac Lethal,238.99383
Blood Of The Rose,The Dear Hunter,228.85832
Tell Me Ma,Gaelic Storm,163.23873
Flaming Telepaths,Espers,598.282
One More Lie (Standing In The Shadows),Craig David,184.47628
VillapingÃÂ¼ino,La Monja Enana,144.43057
Seven Nation Army (Album Version),The White Stripes,231.81016
The Game (Amended Version),Disturbed,226.01098
TvÃÂ¡rÃÂ­ v TvÃÂ¡r,Silent Stream Of Godless Elegy,412.83873
Tortured Soul,Skream,258.45506
Molly's Chambers,Kings Of Leon,136.54159
I'm Not Calling You A Liar,Florence + The Machine,185.3122
The Eternal,Joy Division,380.89098
Une Femme Seule,Iam,278.22975
Horny For Your Love (LP Version),Adina Howard,236.40771
Minor Blue,David Darling,313.0771
May Your Hearts Stay Strong,Cloud Cult,260.25751
Ele,FRANK T,24.60689
Recado Falado (MetrÃÂ´ Da Saudade),Alceu ValenÃÂ§a,162.58567
Flash Pan Hunter,Tom Waits,190.92853
1865 (96ÃÂº In The Shade),Third World,268.79955
Crown Royal,Jill Scott,108.69506
Ball Of Confusion (That's What The World Is Today),The Temptations,246.88281
Naturally,Selena Gomez & The Scene,241.91955
Warning,Incubus,289.54077
Littlest Things (Live At The Astoria),Lily Allen,240.19546
Compliments,Band Of Horses,207.5424
Shen Khar Venakhi,Stephan Micus,170.94485
Mercy:The Laundromat,Pavement,99.16036
QuÃÂ© He De Hacer Para Olvidarte,Manolo Otero,253.75302
Rainy Night In Georgia (Album Version ),Randy Crawford,263.33995
Horizons,Parkway Drive,338.99057
Subterranean Homesick Alien,Radiohead,267.20608
All Summer Long (Album Version),Kid Rock,296.95955
Barfly,Ray LaMontagne,235.15383
Meeting Paris Hilton (Album),CSS,191.42485
Live High (Album Version),Jason Mraz,252.39465
Her Voice Resides,Bullet For My Valentine,258.2722
Deepest Blue,Deepest Blue,210.54649
The Crabs,Laurie Berkner,132.67546
Jesus Wrote a Blank Check,Cake,190.32771
El Castillo,Lara & Reyes,277.41995
Around The Way Girl,LL Cool J,248.68526
La Suerte De Mi Vida,El Canto del Loco,226.0371
Canada,Five Iron Frenzy,236.09424
Too Shy,Kajagoogoo,223.55546
Dime Tu,Sin Animo De Lucro,212.1922
Ghosts Of War,Slayer,233.45587
You Left Me,The Maine,209.00526
What If (Film Version),Kate Winslet,106.73587
Snow On A Hot Day,Bertine Zetlitz,246.30812
paranoid android,Christopher O'Riley,337.91955
RoboCop,Kanye West,274.41587
Digital,Joy Division,170.94485
I Say A Little Prayer,Al Green,133.58975
Back Against The Wall,Cage The Elephant,228.0224
She's My Rock,George Jones,146.85995
Like Whoa,Aly & AJ,150.59546
Girl,Beck,211.1473
Sons & Daughters,The Decemberists,313.65179
MOSKAU,Rammstein,256.28689
Worrisome Heart,Melody Gardot,261.32853
Calabria 2007,ENUR Feat NATASJA,230.63465
Affliction,AFI,328.72444
Home,Edward Sharpe & The Magnetic Zeros,306.31138
Poison,Martina Topley Bird,177.08363
Come On (Album Version),Ben Jelen,226.55955
Kiss With A Fist,Florence + The Machine,131.3171
Here Without You,3 Doors Down,237.13914
Sky Blue And Black (LP Version),Jackson Browne,367.35955
Uno Entre 1000,Gustavo Cerati,249.44281
Behind Blue Eyes,Limp Bizkit,270.49751
Frases Mudas,Mikel Erentxun,178.83383
(iii),The Gerbils,27.01016
Girl's Not Grey,AFI,190.45832
De cara a la pared,Lhasa De Sela,256.10404
Crazy Mama,J.J. Cale,150.80444
An Ending (Ascent) (2005 Digital Remaster),Brian Eno,265.82159
Soldier In A Box (Album Version),Hot Hot Heat,190.01424
You're Not Alone,ATB,209.26649
A Year Or Two,Mt. St. Helens Vietnam Band,253.6224
Kimi e,Becky,245.62893
This Fire,Franz Ferdinand,254.69342
It's Just A Thought,Creedence Clearwater Revival,230.94812
Live To Win,Paul Stanley,187.32363
Pleasure,Benga,314.64444
Why,Basshunter,190.17098
Use Somebody,Kings Of Leon,231.81016
Long Black Road,Slim Dusty,198.922
I'm No Angel,Dido,235.57179
You And Me (Wedding Version),Lifehouse,195.47383
Angelyne,Gary U.S. Bonds,243.25179
Noises,Throw Me The Statue,189.85751
Deacon Blues,Steely Dan,457.89995
Old Yellow Bricks,Arctic Monkeys,191.26812
Hang On To Your Love,Sade,271.96036
Dog Days Are Over (Radio Edit),Florence + The Machine,219.66322
Ashes To Ashes (2003 Digital Remaster),Vinnie Vincent Invasion,303.12444
Here (In Your Arms) (Radio Edit),Hellogoodbye;Elliott Yamin,218.38322
Stronger,Kanye West,311.92771
Narc,Interpol,247.66649
The Real Slim Shady,Eminem,284.18567
Quelqu'un M'a Dit (Album Version),Carla Bruni,163.02975
You Ain't Leavin' (Thank God Are Ya),Toby Keith,192.31302
Self Control (Laurent Wolf & Anton Wick),Dim Chris_ Thomas Gold,504.60689
Hasn't Hit Me Yet,Blue Rodeo,310.9873
Bring Me To Life,Evanescence,237.11302
I'd Rather Go Blind,BeyoncÃÂ©,190.06649
Hurt Me Soul (Explicit Album Version),Lupe Fiasco,262.89587
Moar Ghosts 'n' Stuff,Deadmau5,296.64608
Face To Face / Short Circuit,Daft Punk,295.13098
Tell Me When The Party's Over/Prequiem,Jay-Jay Johanson,381.43955
Emotions,Gigi D'agostino,241.73669
Falling Into the Sky,Great Lake Swimmers,185.46893
Lying From You (Album Version),Linkin Park,175.38567
My Love,the bird and the bee,225.17506
The Lady Is A Tramp (From 'Babes In Arms'),Martine McCutcheon,185.05098
Love Me,Justin Bieber,191.55546
Nadie Salva,Leo GarcÃÂ­a,160.91383
You Never Let Go,Matt Redman,289.35791
Yellow,Coldplay,268.38159
Listen To Your Heart,DHT Feat. EdmÃÂ©e,229.98159
Simarik,Tarkan,194.16771
For The Meantime,The Rifles,147.87873
Human,The Killers,491.57179
Love Stinks,J. Geils Band,224.44363
Pienso En Ti,Shakira,148.1922
(Nice Dream),Radiohead,231.91465
Uprising,Muse,304.84853
The Underdog (Album version),Spoon,222.32771
Things I Cannot Recall,Blind Pilot,195.39546
History Maker,Delirious?,397.26975
Love Hurts,Incubus,237.06077
No Llegas A MÃÂ­,No Te Va Gustar,162.95138
There_ There,Radiohead,321.27955
Black President,Nas,268.7473
Shake Your Body,Samajona,178.36363
Love On The Run,Chicane,218.33098
American Terrorist [feat. Matthew Santos] (Explicit Album Version),Lupe Fiasco,280.52853
Beautiful Stranger,Madonna,260.75383
On The Road Again (Pigna People Remix),Telex,352.83546
Float On,Modest Mouse,209.52771
Dust My Broom,Cassandra Wilson,283.0624
Superman,Eminem / Dina Rae,350.11873
Police Car,Eliza Doolittle,200.30649
Love For Sale,Vivian Green,336.43057
Non Dimenticar,Dean Martin,185.83465
Swallow Me (The Real You),Skid Row,218.64444
Mr. And Mrs. Cuckoldom,Destroy The Runner,232.09751
Undo,BjÃÂ¶rk,348.57751
Give Me Novacaine [feat. Green Day & The Cast Of American Idiot] (Album Version),Green Day,213.02812
S-Matrix (Part 1 - A Winter Ritual),23 Skidoo,236.56444
Feathers,Thurston Moore,139.98975
Anyone Who Knows What Love Is (Will Understand),Irma Thomas,180.50567
Nomad,Micatone,379.68934
Still Alive,Jonathan Coulton,182.7522
The Chauffeur (Remastered Version),Deftones,321.98485
Love Can Damage Your Health,Telepopmusik,332.95628
Dear God (Sincerely M.O.F.),Monsters Of Folk,307.01669
Change Your Mind,The All-American Rejects,220.00281
Ringing Bells,Masta Killa,195.70893
Invincible (WWE Superstars Theme Song) (Explicit),Adelitas Way,192.26077
Saint,Feral Children,194.5073
My Everything (Lost In Worship Album Version),Fusebox,246.04689
STILLAROUND [BIGMIX] (Bonus Version),3OH!3,205.81832
Faust Arp,Radiohead,129.56689
Something (Album Version),Jaci Velasquez,200.95955
Yo Pienso En Ti,Fernando Ubiergo,173.7922
It's Never Too Late (Album Version),Air Supply,361.24689
Cath... (Album Version),Death Cab for Cutie,229.66812
'Till I Collapse,Eminem / Nate Dogg,297.9522
Crumpshit,Philippe Rochard,360.51546
Island In The Sun,Weezer,199.94077
"A Letra ""A",Nando Reis,254.6673
Skullfuck Crescendo,Aborted,267.78077
Killing Me Softly,Walter Beasley,287.08526
Knocking On Forbidden Doors,Enigma,262.71302
Song Sung Blue,Neil Diamond,194.40281
If Only Tonight We Could Sleep (Remastered Version),Deftones,307.3824
Double Bass,Gorillaz,284.94322
Leave Right Now,Will Young,213.55057
Estranged,Guns N' Roses,591.96036
Sehr kosmisch,Harmonia,655.77751
Ironic (Acoustic Album Version),Alanis Morissette,236.45995
Chanson Sur Une Seule Note Samba De Uma Nota So,MichÃÂ¨le Arnaud,105.50812
Lumidee,Nicola Marchioro,201.1424
Cemetary Gates (LP Version),Pantera,346.51383
Speak,Godsmack,235.93751
Clint Eastwood (Explicit),Gorillaz,357.61587
Indestructible,Ray Barretto,251.79383
OMG,Usher featuring will.i.am,395.72853
Parachutes (Funeral Song) (LP Version),Mates of State,227.36934
Ain't No One Like You,Angelo D'Onorio,399.98649
Panic Switch (UK edit),Silversun Pickups,253.75302
Always,Blink-182,251.81995
No Muss No Fuss No Bother,Hank Penny,145.34485
So Small,Carrie Underwood,225.20118
Fantasy,Black Box,312.99873
Running With the Wolves,Cloud Cult,213.31546
Verde Que Te Quero Rosa,Cartola,188.65587
The Way Things Go,Octopus Project,422.16444
Recruiting Soldiers (2002 Digital Remaster),Peter Tosh,267.49342
Down To My Last,Alter Bridge,286.35383
Costume Party,Two Door Cinema Club,207.43791
Trouble (Album Version),Ray LaMontagne,236.59057
Fashion,Lady GaGa,169.87383
Huntin' The World,Colt Ford,170.84036
Watermelon Crawl,Tracy Byrd,182.02077
Noro,Brand New,386.7424
Have You Ever Seen The Rain,Creedence Clearwater Revival,160.02567
Pure Gold,Earth_ Wind & Fire,280.47628
Tiger Mountain Peasant Song,Fleet Foxes,208.03873
Food Fight!,be your own PET,66.87302
When You Were Young,The Killers,220.89098
Searching,Roy Ayers,240.90077
Take A Bow,Rihanna,229.04118
El Novio Del Olvido,Andres Calamaro,144.5873
Walkabout,Blue States,299.2322
Act Nice and Gentle,The Black Keys,161.85424
Outside (Original LP Version),Staind,291.65669
Sweet Baby James,James Taylor,253.12608
Time's Up (Dust Mix),Moby,198.60853
Hold up,Girl Talk,170.73587
Eenie Meenie,Sean Kingston and Justin Bieber,201.9522
La Vie En Rose,Dee Dee Bridgewater,318.64118
Think About Last Night,Tim O'brien,176.14322
Love Buzz,Nirvana,215.11791
Only In Dreams,Weezer,479.32036
She Is My Sin,Nightwish,286.1971
Teach Me How To Dougie,California Swag District,239.17669
Silvia,Miike Snow,385.35791
I Kissed A Girl,Katy Perry,179.40853
Peep Show,Sikth,250.53995
Not Fair,Lily Allen,199.88853
Lump,The Presidents of the United States of America,495.77751
Right Now (Produced by Ayatollah),Wordsworth,253.1522
Take A Bow,Rihanna,229.04118
Back To The African Garden,Tomas Bodin,396.53832
My Humps,Black Eyed Peas,326.86975
Show Me What I'm Looking For (Album Version),Carolina Liar,240.45669
Dust in The Wind,Kansas,202.29179
Xehasmeni Melodia,Onar,306.6771
Lakini's Juice,Live,286.98077
Nuff Fire,Abstract Rude,196.85832
Mean Mean Son Of A Gun,Johnny Horton,131.81342
Ironmasters,The Men They Couldn't Hang,251.14077
The Absence Of God (Album Version),Rilo Kiley,234.03057
Lost My Mind,Shwayze,201.63873
Mamma,Bram Vermeulen,251.42812
I Will Follow You into the Dark (Album Version),Death Cab for Cutie,189.3873
You're The One,Dwight Yoakam,239.3073
Cartel Gathering,Jadakiss / Ghostface Killah / Raekwon,173.76608
Si tu no estas,Rosana,256.31302
The Ballad of Michael Valentine,The Killers,230.39955
SinceritÃÂ© Et Jalousie,Alliance Ethnik,195.94404
China Roses,Enya,289.802
Jazz,Aya RL,225.43628
Love + Pain,Clor,227.68281
Solitario Y Solo,Alejandro Fernandez,262.84363
Midwest Gospel Radio,Yonder Mountain String Band,152.18893
Wavin'  Flag,K'Naan,220.49914
Her Ghost In The Fog,Cradle Of Filth,453.09342
Let It Rain,Amanda Marshall,274.28526
Sonne,Rammstein,272.40444
If You Want To Sing Out_ Sing Out,Cat Stevens,167.6273
Spente Le Stelle,Emma Shapplin,267.62404
Float On,Modest Mouse,209.52771
En El Cielo No Hay Cerveza (In Heaven There Is No Beer),Flaco Jimenez,155.81995
Float On,Modest Mouse,209.52771
Pills (Radio Edit) (Radio Edit),Cedric Gervais feat. Second Sun,230.32118
Strut (1993 Digital Remaster),Sheena Easton,239.62077
My Baby Don't Love Me,Everything But The Girl,218.74893
Dog Days Are Over (Radio Edit),Florence + The Machine,219.66322
Naked (Live),BoDeans,354.01098
Apologize,OneRepublic,208.14322
Full Circle,Miley Cyrus,194.45506
Don't Panic,Coldplay,139.12771
You Were The King_ Now You're Unconscious (Album Version),Atreyu,308.37506
Born To Run,Bruce Springsteen,270.54975
Undo,BjÃÂ¶rk,348.57751
It Just Don't Stop,Big Shug,140.56444
Be Your Own Girl,The Wallflowers,315.24526
Ain't No Way (You Won't Love Me),Chris Brown,203.80689
Filosofia Barata Y Zapatos De Goma,Charly GarcÃÂ­a,231.73179
Boyz-N-The-Hood,N.W.A ft. Eazy-E,338.18077
1-2-8,The Mighty Mighty Bosstones,158.87628
Unite (2009 Digital Remaster),Beastie Boys,211.722
Take A Ride,Yuksek,218.95791
Cuando Agosto Era 21,Fernando Ubiergo,218.74893
Napoleon Says,Phoenix,192.86159
Sweet And Wild,Radney Foster,288.96608
Manchild,Neneh Cherry,232.202
Szex & KV,Hooligans,189.98812
Pursuit Of Happiness (nightmare),Kid Cudi / MGMT / Ratatat,295.67955
Blue Blood,Foals,316.89098
